sentence,label,gpt4_response,gpt4_keyword
3月30日，电气工程学校邀请北京青年报、《中学时事报》学通社课程部讲师就《认识媒体与选题》进行专题讲座。学通社电气分社指导教师及管庄、将台、甘露园校区60余名学生记者参加。学通社以培养学生写作能力、表达能力、传媒素养为主，本学期一共九次专家进校讲座。自创社以来，学通媒体人书写电气故事，成绩斐然。学通社主要培养学生学会写新闻，学习写作，培养整合文字能力。（2-学通社电气工程学校分社邀请媒体讲师进校讲座）,0-4:time;14-34:invites;36-44:name,"会议名称: 无
参会人员: 北京青年报、《中学时事报》学通社课程部讲师，学通社电气分社指导教师，60余名学生记者
会议总结: 无
分论坛: 无
论文: 无
邀请人: 学通社电气分社
时间: 3月30日
主办方: 学通社电气分社
会议观点: 无
目的: 培养学生写作能力、表达能力、传媒素养
参会规模: 60余人
演讲人: 无
奖项: 无
主题: 《认识媒体与选题》专题讲座","""学通社；讲座；媒体；"""
9月6日，市委教工委组织召开北京市中小学校党的建设研讨会，北京教育学院党委书记、教育党校常务副校长杨公鼎出席会议并讲话。市委教工委组织处处长李丽辉、市委组织部组织处副处长朱兴东为与会人员作报告。会议由北京基础教育党建研究中心常务副主任盛泓洁主持，各区委教工委组织部（科）科长、教育党校副校长参加会议。,0-3:time;5-11:sponsor;14-27:name,"会议名称: 北京市中小学校党的建设研讨会
参会人员: 北京教育学院党委书记、教育党校常务副校长杨公鼎、市委教工委组织处处长李丽辉、市委组织部组织处副处长朱兴东、北京基础教育党建研究中心常务副主任盛泓洁
会议总结: 无
分论坛: 无
论文: 无
邀请人: 无
时间: 9月6日
主办方: 市委教工委组织处
会议观点: 无
目的: 北京市中小学校党的建设
参会规模: 无
演讲人: 北京教育学院党委书记、教育党校常务副校长杨公鼎
奖项: 无
主题: 北京市中小学校党的建设","""市委教工委；北京市中小学校党的建设；研讨会；北京教育学院党委书记；教育党校常务副校长；杨公鼎；李丽辉；朱兴东；北京基础教育党建研究中心；盛泓洁；各区委教工委；教育党校副校长""。"
11月26日，二十中学承办第12届世界课例大会“课例研究与教师教育”分论坛。第12届世界课例大会在北京师范大学召开，以“课例研究与教师教育：国际对话”为主题，来自36个国家1000余名教育工作者参加。大会包括主旨发言、论文报告、专题研讨、分论坛等形式，分论坛之一“课例研究与教师教育”在二十中学举行，与会者参观学校校史长廊、艺术中心和体卫中心，听取学校整体介绍，高中语文教研组开展“整本书阅读教学”为主题的教研活动，分别展示教研活动成果并与专家学者分享；台湾师大附中2名教师展示高中语文、地理2节示范课。专家学者及学校师生150余人参加活动。,0-5:time;7-10:sponsor;14-36:sub_forum;59-74:theme;79-98:scale;227-269:scale,"name: 第12届世界课例大会“课例研究与教师教育”分论坛
participant: 来自36个国家1000余名教育工作者
summary: 无
sub_forum: 课例研究与教师教育
paper: 无
invites: 无
time: 11月26日
sponsor: 北京师范大学
standpoint: 课例研究与教师教育：国际对话
purpose: 无
scale: 1000余人
spokesman: 无
prize: 无
theme: 课例研究与教师教育：国际对话","""世界课例大会；北京师范大学；教师教育；国际对话；教育工作者；分论坛；二十中学；校史长廊；艺术中心；体卫中心；高中语文教研组；整本书阅读教学；台湾师大附中；专家学者；学校师生"""
11月28日、12月14日，外交部翻译司高级翻译、外交学院英语系校友张宁和梁燕分别应邀举办外交翻译主题讲座。张宁围绕“对照外交翻译工作谈如何管理自己的大学生活”的主题，从学习、生活等各个方面，系统、详细地向同学们讲述了翻译专业的学习方法以及外交部翻译工作的各种经验，强调积极主动管理自己大学生活的重要性。梁燕围绕“人文通识教育与外交翻译”的主题，指出人文通识的学习应该是大学学习的根本，同学们应该以知识为基础，追求真理，努力成为拥有独立思考、质疑精神的综合素质的复合型人才。,0-12:time;14-38:invites;45-52:name;54-82:theme,"name: 外交翻译主题讲座
participant: 外交部翻译司高级翻译、外交学院英语系校友张宁和梁燕
summary: 无
sub_forum: 无
paper: 无
invites: 无
time: 11月28日、12月14日
sponsor: 外交部翻译司
standpoint: 张宁：对照外交翻译工作谈如何管理自己的大学生活；梁燕：人文通识教育与外交翻译
purpose: 无
scale: 无
spokesman: 张宁、梁燕
prize: 无
theme: 对照外交翻译工作谈如何管理自己的大学生活、人文通识教育与外交翻译","""11月28日；12月14日；外交部翻译司；高级翻译；外交学院英语系校友；张宁；梁燕；外交翻译；讲座；学习方法；经验；管理自己的大学生活；人文通识教育；知识；追求真理；独立思考；质疑精神；综合素质；复合型人才；"""
7月6日至7日，2018国际法论坛在香港举行。论坛由中国国际法学会和亚洲国际法律研究院联合主办。论坛以“连通畅行：保环境、营正商、解纠纷”为主题，聚焦“一带一路”建设中遇到的法律与环境问题、公司营运合规问题和争议解决问题，围绕“保环境”“营正商”“解纠纷”，安排三场研讨会和主题报告会。200余名政界人士及专家学者与会。论坛旨在让更多人加深对国际法的认识，建设绿色、廉洁的“一带一路”，建立多元化纠纷解决机制，营造公平透明、可预期的法治化营商环境。,0-6:time;8-16:name;26-42:sponsor;51-68:theme;143-159:scale;164-222:purpose,"name: 2018国际法论坛
participant: 200余名政界人士及专家学者
summary: 无
sub_forum: 三场研讨会
paper: 无
invites: 无
time: 7月6日至7日，2018
sponsor: 中国国际法学会和亚洲国际法律研究院
standpoint: 保环境、营正商、解纠纷
purpose: 加深对国际法的认识，建设绿色、廉洁的“一带一路”，建立多元化纠纷解决机制，营造公平透明、可预期的法治化营商环境
scale: 200余人
spokesman: 无
prize: 无
theme: “连通畅行：保环境、营正商、解纠纷”","""国际法论坛；香港；中国国际法学会；亚洲国际法律研究院；一带一路；法律；环境问题；公司营运合规问题；争议解决问题；研讨会；政界人士；专家学者；国际法；绿色；廉洁；多元化纠纷解决机制；公平透明；法治化营商环境"""
11月22至23日，西城经科大主办京津沪地区独立设置成人高等学校协作会第二十届大会。京津沪三市教育主管部门领导和京津沪地区27所独立设置成人高等学校领导及代表80余人出席会议。会议主题是学习贯彻习近平新时代教育思想，推进独立设置成人高校转型发展。京津沪教育主管部门的领导介绍了本地区继续教育情况，北京市石景山区业余大学、天津市南开区职工大学校长、上海市徐汇区业余大学三地的校长代表本地区作交流发言。与会代表分组就学校自身发展情况进行座谈讨论。代表们一致认为：独立设置成人高等学校是高等教育的组成部分，是学习型社会建设的重要阵地和推动力量，在服务学习型城区建设和服务社区居民终身学习方面发挥了其他教育机构难以替代的作用，学校今后要推进自身转型发展，积极拓展教育服务功能。主办方代表宣读了会议纪要，并向第二十一届主办城市（上海）代表转交了会旗。,0-8:time;10-14:sponsor;17-40:name;42-87:scale;93-121:theme;148-187:participant;229-333:view,"name: 京津沪地区独立设置成人高等学校协作会第二十届大会
participant: 京津沪三市教育主管部门领导、京津沪地区27所独立设置成人高等学校领导及代表80余人
summary: 会议主题是学习贯彻习近平新时代教育思想，推进独立设置成人高校转型发展
sub_forum: 无
paper: 无
invites: 无
time: 11月22至23日
sponsor: 西城经科大
standpoint: 独立设置成人高等学校是高等教育的组成部分，是学习型社会建设的重要阵地和推动力量，在服务学习型城区建设和服务社区居民终身学习方面发挥了其他教育机构难以替代的作用，学校今后要推进自身转型发展，积极拓展教育服务功能
purpose: 推进独立设置成人高校转型发展
scale: 80余人
spokesman: 无
prize: 无
theme: 学习贯彻习近平新时代教育思想，推进独立设置成人高校转型发展",“成人高等学校；教育思想；转型发展；终身学习；教育服务功能；会旗；学校自身发展；学习型城区建设；社区居民；教育机构”：
"10月22日,第七届中国语言经济学论坛·第二届中国语言产业论坛在北京召开。本届论坛由北京市语言文字工作委员会办公室、市语委研究基地首都师范大学北京语言产业研究中心举办。教育部语信司司长田立新、北京市、首都师范大学文学院有关领导分别致辞。来自各地30余所高校的学者、语言企业及媒体代表60余人参加了本届论坛。论坛邀请山东大学经济研究院院长黄少安教授、北京语言大学党委书记李宇明教授、武汉大学中国语情与社会发展研究中心主任赵世举教授、加拿大渥太华大学教授GillesGrenier和“科大讯飞”教育事业部总监汪张龙先生等五位专家进行大会主题报告。在分组报告环节,邀请了20位学者作学术演讲,内容涉及语言资源、语言政策与规划、语言经济、语言产业、语言服务等。第八届“中国语言经济学论坛”将于2017年10月在广西财经学院举办,第三届“中国语言产业论坛”将于2017年夏在内蒙古大学举办。",0-5:time;7-30:name;42-82:sponsor;118-151:scale;157-261:invites,"name: 第七届中国语言经济学论坛·第二届中国语言产业论坛
participant: 来自各地30余所高校的学者、语言企业及媒体代表60余人
summary: 无
sub_forum: 第八届“中国语言经济学论坛”、第三届“中国语言产业论坛”
paper: 20位学者作学术演讲
invites: 教育部语信司司长田立新、北京市、首都师范大学文学院有关领导、山东大学经济研究院院长黄少安教授、北京语言大学党委书记李宇明教授、武汉大学中国语情与社会发展研究中心主任赵世举教授、加拿大渥太华大学教授GillesGrenier和“科大讯飞”教育事业部总监汪张龙先生
time: 2017年10月（第八届“中国语言经济学论坛”）；2017年夏（第三届“中国语言产业论坛”）
sponsor: 北京市语言文字工作委员会办公室、市语委研究基地首都师范大学北京语言产业研究中心
standpoint: 无
purpose: 学术交流、讨论语言资源、语言政策与规划、语言经济、语言产业、语言服务等议题
scale: 约60人
spokesman: 山东大学经济研究院院长黄少安教授、北京语言大学党委书记李宇明教授、武汉大学中国语情与社会发展研究中心主任赵世举教授、加拿大渥太华大学教授GillesGrenier和“科大讯飞”教育事业部总监汪张龙先生
prize: 无
theme: 语言经济学、语言产业",“中国语言经济学论坛；中国语言产业论坛；北京；语言文字工作委员会；首都师范大学；教育部语信司；北京语言产业研究中心；山东大学经济研究院；北京语言大学；武汉大学中国语情与社会发展研究中心；加拿大渥太华大学；科大讯飞；广西财经学院；内蒙古大学；”
5月22日，东城区教育系统2018年师德师风建设年主题实践活动启动仪式暨“教育的智慧”专家报告会在史家胡同小学举办。市委教工委、市教委，区委教工委、区教委、区政府教育督导室处级领导，教育系统各单位党政主要领导、工会主席、德育工作主管领导和区教委机关各科室负责人共400余人参会，会议由区政府教育督导室主任付葵主持会议。解读《东城区教育系统关于开展2018年“做新时代‘四有’好老师和‘四个引路人’”师德师风建设年主题实践活动实施方案》；北京市第五中学、北京市第十一中学分别以“不忘教育初心，追求教育梦想——争做‘四有’好老师，当好学生引路人”和“坚持不懈倾心用力持续推动师德师风建设”为题做交流发言；区委教工委就教育系统师德师风建设工作提出要求，各单位要围绕主题制定好2018年师德师风建设年主体实践活动实施方案，以“支部”为引领开展学习讨论活动，引导广大一线教师全员参与校级师德师风优秀典型评选活动，多措并举，切实提升加强东城区师德师风建设水平。在“教育的智慧”专家报告会环节，北京师范大学继续教育与教师培训学院以“传承师道立德树人”为题，围绕如何成长为新时代“四有”好老师作报告。大家纷纷表示，作为一名东城教育人，要全面贯彻党的教育方针，坚持把师德师风建设放在突出位置，落实立德树人根本任务，做“四有”好老师，为培养社会主义事业的合格建设者和可靠接班人奉献力量。,0-4:time;6-26:theme;36-47:name;49-54:sponsor;58-137:scale,"name: 东城区教育系统2018年师德师风建设年主题实践活动启动仪式暨“教育的智慧”专家报告会
participant: 市委教工委、市教委，区委教工委、区教委、区政府教育督导室处级领导，教育系统各单位党政主要领导、工会主席、德育工作主管领导和区教委机关各科室负责人
summary: 无
sub_forum: 北京市第五中学、北京市第十一中学
paper: 无
invites: 无
time: 5月22日
sponsor: 区政府教育督导室
standpoint: 围绕如何成长为新时代“四有”好老师
purpose: 传承师道立德树人
scale: 400余人
spokesman: 区委教工委
prize: 无
theme: 师德师风建设年主题实践活动启动仪式暨“教育的智慧”专家报告会","""东城区教育系统；师德师风建设年；活动；教育的智慧；专家报告会；"""
6月至12月，市教委协调召开3次市治理办工作会，先后研究内容包括：开展规范教育收费检查工作的时间、重点内容和有关工作安排；通报自查阶段各单位组织情况和发现问题情况；专题研究《开展2017年秋季规范教育收费专项督查工作方案》、检查指标体系，确定专项督查时间、督查流程与督查重点等；以及专项督查中发现问题的整改及后续工作安排。,0-5:time;7-9:sponsor;16-22:name;24-160:summary,"name: 市治理办工作会
participant: 市教委协调
summary: 无
sub_forum: 无
paper: 无
invites: 无
time: 6月至12月
sponsor: 市教委
standpoint: 无
purpose: 研究内容包括开展规范教育收费检查工作、通报自查情况、专题研究督查工作方案
scale: 无
spokesman: 无
prize: 无
theme: 市治理办工作会议议程",“市教委；规范教育收费检查工作；秋季规范教育收费专项督查工作方案；教育收费；专项督查；工作安排；”
12月7日，召开“生态文明教育课题之学校班级生态文明教育主题活动的设计”研讨会。各相关领导、老师介绍课题研究进展。总课题负责人李冬校长提出要求：一是，德育活动要抓契机出实效。二是增浓课题研究的味道。三是要吃透生态文明教育的内容。各年级主任和骨干班主任及德育处相关老师参加。（乔柏双曹绍红）,0-4:time;8-38:name,"name:  “生态文明教育课题之学校班级生态文明教育主题活动的设计”研讨会
participant:  各相关领导、老师、各年级主任、骨干班主任、德育处相关老师
summary:  无
sub_forum:  无
paper:  无
invites:  无
time:  12月7日
sponsor:  无
standpoint:  德育活动要抓契机出实效，增浓课题研究的味道，要吃透生态文明教育的内容
purpose:  无
scale:  无
spokesman:  总课题负责人李冬校长
prize:  无
theme:  生态文明教育课题之学校班级生态文明教育主题活动的设计",“12月7日；生态文明教育；班级；设计；研讨会；领导；老师；课题研究；进展；课题负责人；李冬校长；德育活动；实效；课题研究；生态文明教育；内容；年级主任；骨干班主任；德育处；”
"学校召开“争创双一流学科专业建设与发展大会”。本次大会是在国家“双一流”背景下，北京电影学院统一思路、达成共识、做实工作的一次大会，为学校未来的顶层设计和可持续发展奠定良好的基础，全面推进“双一流”建设工作。学校全面启动了4个学位授权点的合格评估工作，以评促建，提升学位授权点建设和学科建设水平。在12月28日公布的“全国第四轮学科评估”结果中，我校的“戏剧与影视学”位列A档；“美术学”和“艺术学理论”位列B档，在所有参评高校中，我校“艺术学”门类整体实力优势显著,这是学校全面推进“学科专业拓展和质量提升战略”的成果，标志着学校“单科指向多科协同”的学科建设目标取得突破性进展。",5-20:name;23-147:summary,"name: 争创双一流学科专业建设与发展大会
participant: 无
summary: 全面推进“双一流”建设工作
sub_forum: 无
paper: 无
invites: 无
time: 12月28日
sponsor: 北京电影学院
standpoint: 全面启动了学位授权点的合格评估工作
purpose: 为学校未来的顶层设计和可持续发展奠定良好的基础
scale: 无
spokesman: 无
prize: 无
theme: 学科专业拓展和质量提升战略",“学校；双一流；学科专业建设；大会；顶层设计；可持续发展；学位授权点；评估工作；戏剧与影视学；美术学；艺术学理论；艺术学；学科专业拓展；质量提升；战略；突破性进展；”
6月20日，海淀区政府教育督导室召开学校内部督导培训会。会议旨在加强学校内部督导制度机制建设，强化学校教学质量保障，优化学校内部治理，提升学校办学水平和育人质量，会上6所中小学分享交流学校内部督导工作特色做法和经验，包括完善内部督导机制、强化育人质量监控、用好综评大数据、创新学校内部督导等内容，听取“学校内部教育督导实施的技术策略”专题培训，会议强调，学校内部教育督导对提升学校育人质量，推动学校规范管理、内涵发展具有重要作用。海淀区委教工委、区政府教育督导室领导，全区挂牌督学、学区和学校视导员400余人参加会议。,0-4:time;6-10:sponsor;11-26:name;28-213:summary;215-258:scale,"name: 学校内部督导培训会
participant: 海淀区委教工委、区政府教育督导室领导，全区挂牌督学、学区和学校视导员400余人
summary: 无
sub_forum: 无
paper: 无
invites: 无
time: 6月20日
sponsor: 海淀区政府教育督导室
standpoint: 加强学校内部督导制度机制建设，强化学校教学质量保障，优化学校内部治理，提升学校办学水平和育人质量
purpose: 加强学校内部督导制度机制建设，强化学校教学质量保障，优化学校内部治理，提升学校办学水平和育人质量
scale: 400余人
spokesman: 无
prize: 无
theme: 学校内部督导制度机制建设，学校教学质量保障，学校内部治理，学校办学水平和育人质量","""学校内部督导；教学质量保障；内部治理；办学水平；育人质量；学校内部教育督导""；"
3月16日，区教研中心首次召开义务教育学区化管理之后学校内涵式发展研讨会，会议就培养科研型教师，建设研究型学校，促学校内涵式发展等问题展开研讨，推动学区化背景下学校联动、均衡发展。15个学区80名科管干部参会。,0-4:time;6-10:sponsor;15-35:name;40-63:theme;95-97:scale,"name: 义务教育学区化管理之后学校内涵式发展研讨会
participant: 80名科管干部
summary: 无
sub_forum: 无
paper: 无
invites: 区教研中心
time: 3月16日
sponsor: 区教研中心
standpoint: 培养科研型教师，建设研究型学校，促学校内涵式发展
purpose: 推动学区化背景下学校联动、均衡发展
scale: 15个学区
spokesman: 无
prize: 无
theme: 义务教育学区化管理之后学校内涵式发展",“学区化管理；内涵式发展；科研型教师；研究型学校；学校联动；均衡发展；”
2018年12月4日上午，学校教学楼1号会议室成功举办“北信职—自动化学校3+2合作办学信息技术专业教育——5G通信新技术”专业讲座。讲座由北京信息职业技术学院骨干教师贾跃老师主讲，120余名计算机专业的学生参加了本次讲座。贾老师从1G至5G的发展简史讲起，在用户体验、行业应用、关键性能和频段特点等方面讲解了5G技术的市场空间、规模与需求及面临的挑战。本次讲座的举办，不仅丰富了同学们对科学技术的认知、开阔了同学们的视野，而且极大地鼓舞了同学们对探索新时代新科技的好奇心，让同学们看到了未来通信技术的美好前景。(王磊),0-11:time;13-22:sponsor;28-65:name;70-87:invites;91-110:scale,"name: 北信职—自动化学校3+2合作办学信息技术专业教育——5G通信新技术专业讲座
participant: 120余名计算机专业的学生
summary: 丰富了同学们对科学技术的认知、开阔了同学们的视野，鼓舞了同学们对探索新时代新科技的好奇心
sub_forum: 无
paper: 无
invites: 贾跃老师
time: 2018年12月4日上午
sponsor: 北京信息职业技术学院
standpoint: 讲解了5G技术的市场空间、规模与需求及面临的挑战
purpose: 丰富学生对科学技术的认知，开拓视野，鼓舞对新科技的好奇心
scale: 120余人
spokesman: 贾跃老师
prize: 无
theme: 5G通信新技术",“北信职；自动化学校；3+2合作办学；信息技术专业；5G通信新技术；贾跃老师；计算机专业；1G至5G的发展简史；用户体验；行业应用；关键性能；频段特点；市场空间；规模与需求；挑战；科学技术；新时代新科技；通信技术；美好前景；”
4月21日，工商大学经济学院区域金融工程研究中心与北京市金融学会、天津市金融学会、河北省金融学会等单位联合举办的“京津冀金融支持产业升级高端论坛暨第二届京津冀经济与金融创新发展论坛”召开。工商大学党委书记谭向勇教授致辞。会议分为项目推介、主旨演讲、互动讨论等三个主要环节。项目推介环节，与会的政界、业界和学界专家学者围绕河北省的经济金融形势、京津冀金融发展的基本情况、各家银行对京津冀产业发展的支持、产业升级在京津冀协同发展中的紧迫性、政府对金融的支持、建立绿色金融体系以及发展县域金融助推县域经济发展等方面进行了项目介绍和合作意向交流。主旨演讲阶段，与会专家学者们围绕互联网金融发展趋势与监管、金融业的“稳中求进”、京津冀产业结构生态化演进对能源结构的影响、雄安新区住房与房地产调控政策和京津冀一体化发展中的绿色金融服务等方面作了主题发言。互动讨论环节，专家们围绕推进县域金融工作的意义、绿色金融的发展潜力和未来优势、供应链金融的实质、促进场外资本市场发展、互联网金融业务终端的下放等议题，与与会人员进行了充分的互动交流。来自工商大学、天津商业大学、河北经贸大学、中国人中央民族大学学等高校，京津冀三地金融学会、河北省工业和信息化厅、人民银行、中国银行、农业银行等政府部门和业界的专家学者约150余人参加了会议。,0-4:time;6-50:sponsor;56-90:name;94-106:invites;462-555:scale,"name: 京津冀金融支持产业升级高端论坛暨第二届京津冀经济与金融创新发展论坛
participant: 工商大学党委书记谭向勇教授、政界、业界和学界专家学者、来自工商大学、天津商业大学、河北经贸大学、中国人中央民族大学学等高校、京津冀三地金融学会、河北省工业和信息化厅、人民银行、中国银行、农业银行等政府部门和业界的专家学者约150余人
summary: 无
sub_forum: 无
paper: 无
invites: 无
time: 4月21日
sponsor: 工商大学经济学院区域金融工程研究中心
standpoint: 关于河北省的经济金融形势、京津冀金融发展的基本情况、各家银行对京津冀产业发展的支持、产业升级在京津冀协同发展中的紧迫性、政府对金融的支持、建立绿色金融体系以及发展县域金融助推县域经济发展等方面
purpose: 讨论京津冀地区金融支持产业升级及经济与金融创新发展
scale: 约150人
spokesman: 工商大学党委书记谭向勇教授
prize: 无
theme: 互联网金融发展趋势与监管、金融业的“稳中求进”、京津冀产业结构生态化演进对能源结构的影响、雄安新区住房与房地产调控政策和京津冀一体化发展中的绿色金融服务",“工商大学；经济学院；区域金融工程研究中心；北京市金融学会；天津市金融学会；河北省金融学会；京津冀金融支持产业升级高端论坛暨第二届京津冀经济与金融创新发展论坛；党委书记；谭向勇教授；项目推介；主旨演讲；互动讨论；政界；业界；学界；河北省的经济金融形势；京津冀金融发展；各家银行对京津冀产业发展的支持；产业升级；政府对金融的支持；绿色金融体系；县域金融助推县域经济发展；互联网金融发展趋势与监管；金融业的“稳中求进”；京津冀产业结构生态化演进对能源结构的影响；雄安新区住房与房地产调控政策；京津冀一体化发展中的绿色金融服务；推进县域金融工作的意义；绿色金融的发展潜力和未来优势；供应链金融的实质；促进场外资本市场发展；互联网金融业务终端的下放；工商大学；天津商业大学；河北经贸大学；中国人中央民族大学学；京津冀三地金融学会；河北省工业和信息化厅；人民银行；中国银行；农业银行；150余人”；
3月21日，大兴教委职成科在社区学院召开2017年职成教育校长工作会。会上，职成科解读《大兴区职成教育宣传工作实施意见（讨论稿）》，就加强职成教育宣传工作征求各单位意见。分析职成教育各单位2017年项目初报工作整体情况，要求各单位2018年项目资金初报要围绕中高职衔接“3+2”办学模式、实训基地升级改造与教学相互衔接需求；围绕职普融通，在“一校一品一特色”进校园以及自身发展需求；围绕“双师型”教师建设需求；围绕成人继续教育和社区教育创新性需求。解读《大兴区2017年职成教育工作要点》，提出工作要求。职成教育系统各学校校（院）长、职教集团主任及职成科人员共21人参加会议。（宋薇）,0-4:time;6-9:sponsor;20-33:name;35-84:summary;224-250:summary;252-286:scale,"name: 2017年职成教育校长工作会
participant: 职成教育系统各学校校（院）长、职教集团主任及职成科人员共21人
summary: 无
sub_forum: 无
paper: 无
invites: 无
time: 3月21日
sponsor: 大兴教委职成科
standpoint: 加强职成教育宣传工作
purpose: 讨论加强职成教育宣传工作
scale: 21人
spokesman: 无
prize: 无
theme: 职成教育校长工作","""大兴区；职成教育；宣传工作；2017年项目初报；中高职衔接；3+2办学模式；实训基地；职普融通；一校一品一特色；双师型；成人继续教育；社区教育创新性；2017年职成教育工作要点；工作要求；学校校（院）长；职教集团主任；职成科；宋薇；"""
7月6日，蔡奇同志出席中国共产党清华大学第十四次代表大会开幕式并讲话。习近平希望清华大学要深入学习贯彻习近平总书记系列重要讲话精神和治国理政新理念新思想新战略，深入学习贯彻习近平总书记对教育工作、对清华大学的一系列重要指示精神，全面贯彻党的教育方针，落实立德树人根本任务，努力在创建世界一流大学方面走在前列，努力为国家发展、首都建设作出新的更大贡献，以优异成绩迎接党的十九大胜利召开。清华大学校长邱勇，北京大学、中国人中央民族大学学、北京师范大学、中国农业大学等部分高校领导，市领导林克庆、崔述强出席。,0-3:time;16-19:sponsor;154-190:summary;192-250:scale,"name: 中国共产党清华大学第十四次代表大会开幕式
participant: 蔡奇、习近平、邱勇、林克庆、崔述强
summary: 无
sub_forum: 无
paper: 无
invites: 无
time: 7月6日
sponsor: 清华大学
standpoint: 深入学习贯彻习近平总书记系列重要讲话精神和治国理政新理念新思想新战略
purpose: 在创建世界一流大学方面走在前列，为国家发展、首都建设作出新的更大贡献
scale: 无
spokesman: 蔡奇、习近平
prize: 无
theme: 深入学习贯彻习近平总书记系列重要讲话精神和治国理政新理念新思想新战略",“蔡奇；习近平；清华大学；党的教育方针；立德树人；世界一流大学；国家发展；首都建设；党的十九大；邱勇；北京大学；中国人民大学；北京师范大学；中国农业大学；林克庆；崔述强；”
12月16日，平谷五小以“家校共育，期待花开”为主题，举办家长教师协会专题讲座。由平谷五小心理教师、拥有国家二级心理咨询师证书的王彦军老师主讲。讲座以《做孩子生命中的贵人》为主题，重点提出了“待”理论：正向看待——看出希望；尊重对待——沟通接纳；耐心等待——永不放弃。讲座结束后，家长们就教育孩子的困惑与问题向王老师进行了咨询。之后，班级家长教师协会的会员负责向其他家长做好此次讲座内容的宣传工作。100多位家长教师协会成员参加活动。,0-5:time;7-25:theme;29-38:name;199-216:scale,"name: 家长教师协会专题讲座
participant: 100多位家长教师协会成员
summary: 无
sub_forum: 无
paper: 无
invites: 无
time: 12月16日
sponsor: 平谷五小
standpoint: 讲座以《做孩子生命中的贵人》为主题，重点提出了“待”理论：正向看待——看出希望；尊重对待——沟通接纳；耐心等待——永不放弃。
purpose: 家校共育，期待花开
scale: 100多位家长教师协会成员
spokesman: 王彦军老师
prize: 无
theme: 家校共育，期待花开",“12月16日；平谷五小；家校共育；期待花开；家长教师协会；专题讲座；心理教师；国家二级心理咨询师证书；王彦军；做孩子生命中的贵人；待理论；正向看待；尊重对待；耐心等待；教育孩子的困惑与问题；班级家长教师协会；宣传工作；家长教师协会成员；活动。”
9月26日，平谷三小组织教师聆听教学专题讲座——《汉字构形中的生命气息》。讲座聘请了原首都师范大学初等教育学院中文教研室主任崔增亮教授进行主讲。崔教授现任北京语文现代化研究会常务副会长、中国儿童文学教育研究中心副主任，近十年来对汉字学及小学识字教学进行了极为深入的研究。讲座主要阐述了古代婚俗和生命孕育的全过程两个方面。崔教授引领着教师们追随着古代人们生产生活的足迹，感受着汉字背后蕴藏的生命信息，走进了汉字最原始的构形时代。此次讲座在平谷三小积极推进“溯源识字”校本课程的大背景下，拓宽了语文教师们的视野，也必将在未来的语文课堂引发师生对生命之源的探寻和对中国汉字文化的强烈热爱。同一教育学区的五所小学业务干部和语文教师共70余人参加活动。,0-4:time;6-9:sponsor;22-36:name;42-66:invites;291-319:scale,"name: 平谷三小教师聆听教学专题讲座——《汉字构形中的生命气息》
participant: 70余名业务干部和语文教师
summary: 无
sub_forum: 无
paper: 无
invites: 无
time: 9月26日
sponsor: 平谷三小
standpoint: 讲座主要阐述了古代婚俗和生命孕育的全过程两个方面
purpose: 拓宽了语文教师们的视野，也必将在未来的语文课堂引发师生对生命之源的探寻和对中国汉字文化的强烈热爱
scale: 70余人
spokesman: 崔增亮教授
prize: 无
theme: 汉字构形中的生命气息","""生命气息；汉字构形；崔增亮教授；古代婚俗；生命孕育；溯源识字；语文教师；生命之源；中国汉字文化；"""
9月28日，通州区教委召开第七届“启蒙杯”半日活动评优总结表彰会。此次活动评出一等奖14名，二等奖27名，三等奖16名，与会领导为获奖教师代表及37个优秀组织奖颁发奖杯和获奖证书，同时对孙伟等35名教师、新城东里幼儿园等14个获得北京市第三届“辛勤育苗”的先进个人及集体进行表彰。会上，全面总结本次活动取得的成绩，分析存在的问题，提出三点要求：从副中心建设、与教育优质区比较等方面指出，要继续提高对打造与城市副中心想匹配的学前教育的认识；各幼儿园要在好的政策下，加强各项工作的落实积极宣传我区优秀的教师和优秀的幼儿园，积极传递正能量，提高通州区学前教育在社会的影响力。4月10至6月9日，全区37所幼儿园，60名一线教师参加此次评优活动。区教委领导、幼儿园园长、教师代表300人参加会议。有随文照片（王恩承）,0-4:time;6-10:sponsor;13-31:name;33-139:prize;143-170:spokesman;284-292:time;319-343:scale,"name: 第七届“启蒙杯”半日活动评优总结表彰会
participant: 领导、园长、教师代表300人
summary: 全面总结本次活动取得的成绩，分析存在的问题
sub_forum: 无
paper: 无
invites: 无
time: 9月28日
sponsor: 通州区教委
standpoint: 要继续提高对打造与城市副中心想匹配的学前教育的认识
purpose: 提高通州区学前教育在社会的影响力
scale: 300人
spokesman: 无
prize: 一等奖14名，二等奖27名，三等奖16名
theme: 评优总结表彰",“通州区；教委；启蒙杯；半日活动；评优；总结；表彰会；教师；幼儿园；北京市；辛勤育苗；副中心建设；教育优质区；学前教育；政策；正能量；影响力；评优活动；教师代表；会议；照片；王恩承；”
